ACCT,BUDGET,COST TO DATE,COMMITMENTS,TIPO,REF,GEN_ACCT,Etapa,VARIANCE
3901-029,2250.0,4342.39,0.0,Below the Line,Detalle,,ALL SHOW,-2092.3900000000003
3901-032,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3901-033,9000.0,18099.63,0.0,Below the Line,Detalle,,ALL SHOW,-9099.630000000001
3901-034,9000.0,0.0,0.0,Below the Line,Detalle,,ALL SHOW,9000.0
3901-037,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3901-038,40500.0,45379.48,0.0,Below the Line,Detalle,,ALL SHOW,-4879.480000000003
3901-039,40500.0,46917.310000000005,0.0,Below the Line,Detalle,,ALL SHOW,-6417.310000000005
3901-042,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3901-043,2250.0,2181.81,0.0,Below the Line,Detalle,,ALL SHOW,68.19000000000005
3901-044,2250.0,0.0,0.0,Below the Line,Detalle,,ALL SHOW,2250.0
3901-047,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3901-048,40000.0,63132.21,0.0,Below the Line,Detalle,,ALL SHOW,-23132.21
3901-049,40000.0,102693.271,0.0,Below the Line,Detalle,,ALL SHOW,-62693.27099999999
3901-051,0.0,18265.31,0.0,Below the Line,Detalle,,ALL SHOW,-18265.31
3902-002,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3902-003,201600.0,197000.0,0.0,Below the Line,Detalle,,ALL SHOW,4600.0
3902-006,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3902-007,374400.0,763766.1599999999,0.0,Below the Line,Detalle,,PREP,-389366.1599999999
3902-008,1719900.0,1553020.48,0.0,Below the Line,Detalle,,SHOOT,166879.52000000002
3902-009,230400.0,93687.8,0.0,Below the Line,Detalle,,WRAP,136712.2
3902-012,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3902-013,31500.0,0.0,0.0,Below the Line,Detalle,,2nd Unit,31500.0
3902-014,226800.0,199952.14,0.0,Below the Line,Detalle,,2nd Unit,26847.859999999986
3902-015,13500.0,0.0,0.0,Below the Line,Detalle,,2nd Unit,13500.0
3902-018,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3902-019,37035.0,0.0,0.0,Below the Line,Detalle,,SHOOT,37035.0
3902-020,4320.0,0.0,0.0,Below the Line,Detalle,,2nd Unit,4320.0
3902-021,2200.0,0.0,0.0,Below the Line,Detalle,,ALL SHOW,2200.0
3902-024,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3902-025,53529.56,84085.70999999999,0.0,Below the Line,Detalle,,PREP,-30556.149999999994
3902-026,401471.7,182653.9,0.0,Below the Line,Detalle,,SHOOT,218817.80000000002
3902-027,11470.62,35746.17,0.0,Below the Line,Detalle,,WRAP,-24275.549999999996
3902-030,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3902-031,74117.4,0.0,0.0,Below the Line,Detalle,,PREP,74117.4
3902-032,555880.5,834885.1799999999,0.0,Below the Line,Detalle,,SHOOT,-279004.67999999993
3902-033,15882.3,15882.3,0.0,Below the Line,Detalle,,WRAP,0.0
3902-036,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3902-037,22689.0,0.0,0.0,Below the Line,Detalle,,2nd Unit,22689.0
3902-038,157310.4,343560.2,0.0,Below the Line,Detalle,,2nd Unit,-186249.80000000002
3902-039,6806.7,5090.86,0.0,Below the Line,Detalle,,2nd Unit,1715.8400000000001
3902-042,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3902-043,28800.0,0.0,0.0,Below the Line,Detalle,,SHOOT,28800.0
3902-044,4880.0,0.0,0.0,Below the Line,Detalle,,2nd Unit,4880.0
3902-047,0.0,4093.6,0.0,Below the Line,Detalle,,,-4093.6
3902-048,41720.0,57496.31,0.0,Below the Line,Detalle,,SHOOT,-15776.309999999998
3902-051,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3902-052,8940.0,9996.8,0.0,Below the Line,Detalle,,2nd Unit,-1056.7999999999993
3902-055,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3902-056,84130.2,81457.36,0.0,Below the Line,Detalle,,ALL SHOW,2672.8399999999965
3902-057,18516.6,14672.22,0.0,Below the Line,Detalle,,ALL SHOW,3844.379999999999
3902-060,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3902-061,20756.36,29344.44,0.0,Below the Line,Detalle,,ALL SHOW,-8588.079999999998
3902-064,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3902-065,12000.0,9600.0,0.0,Below the Line,Detalle,,ALL SHOW,2400.0
3903-002,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3903-003,46446.4,150950.8,0.0,Below the Line,Detalle,,PREP,-104504.4
3903-004,104504.4,0.0,0.0,Below the Line,Detalle,,SHOOT,104504.4
3903-005,165880.0,0.0,0.0,Below the Line,Detalle,,SHOOT,165880.0
3903-006,29029.0,0.0,0.0,Below the Line,Detalle,,WRAP,29029.0
3903-009,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3903-010,44787.6,47792.28,0.0,Below the Line,Detalle,,2nd Unit,-3004.6800000000003
3903-011,19905.6,16900.92,0.0,Below the Line,Detalle,,2nd Unit,3004.6800000000003
3903-012,0.0,0.0,0.0,Below the Line,Detalle,,2nd Unit,0.0
3903-015,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3903-016,13933.92,13933.92,0.0,Below the Line,Detalle,,PREP,0.0
3903-017,41801.76,41801.76,0.0,Below the Line,Detalle,,SHOOT,0.0
3903-018,6966.96,0.0,0.0,Below the Line,Detalle,,WRAP,6966.96
3903-021,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3903-022,23223.2,23223.2,0.0,Below the Line,Detalle,,2nd Unit,0.0
3903-023,19905.6,19905.6,0.0,Below the Line,Detalle,,2nd Unit,0.0
3903-024,0.0,0.0,0.0,Below the Line,Detalle,,2nd Unit,0.0
3903-027,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3903-028,34834.8,0.0,0.0,Below the Line,Detalle,,PREP,34834.8
3903-029,184126.8,298822.94999999995,0.0,Below the Line,Detalle,,SHOOT,-114696.14999999997
3903-030,17417.4,0.0,0.0,Below the Line,Detalle,,WRAP,17417.4
3903-033,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3903-034,23223.2,23223.2,0.0,Below the Line,Detalle,,2nd Unit,0.0
3903-035,15924.48,15924.48,0.0,Below the Line,Detalle,,2nd Unit,0.0
3903-036,0.0,0.0,0.0,Below the Line,Detalle,,2nd Unit,0.0
3903-039,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3903-040,59716.8,59716.8,0.0,Below the Line,Detalle,,SHOOT,0.0
3903-041,59716.8,59716.8,0.0,Below the Line,Detalle,,SHOOT,0.0
3903-042,59716.8,9716.8,0.0,Below the Line,Detalle,,SHOOT,50000.0
3903-045,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3903-046,8294.0,8294.0,0.0,Below the Line,Detalle,,2nd Unit,0.0
3903-047,8294.0,8294.0,0.0,Below the Line,Detalle,,2nd Unit,0.0
3903-048,8294.0,32024.98,0.0,Below the Line,Detalle,,2nd Unit,-23730.98
3903-051,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3903-052,42000.0,16659.03,0.0,Below the Line,Detalle,,SHOOT,25340.97
3904-002,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3904-003,10000.0,14286.463,0.0,Below the Line,Detalle,,ALL SHOW,-4286.463
3936-002,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3936-003,63800.0,27452.92,0.0,Below the Line,Detalle,,ALL SHOW,36347.08
3936-004,63800.0,64379.24,0.0,Below the Line,Detalle,,ALL SHOW,-579.239999999998
3936-007,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3936-008,33000.0,20832.89,0.0,Below the Line,Detalle,,2nd Unit,12167.11
3936-009,33000.0,14641.07,0.0,Below the Line,Detalle,,2nd Unit,18358.93
3936-012,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3936-013,9468.0,0.0,0.0,Below the Line,Detalle,,ALL SHOW,9468.0
3936-014,9468.0,0.0,0.0,Below the Line,Detalle,,ALL SHOW,9468.0
3936-017,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3936-018,6312.0,0.0,0.0,Below the Line,Detalle,,2nd Unit,6312.0
3936-019,6312.0,0.0,0.0,Below the Line,Detalle,,2nd Unit,6312.0
3999-001,120931.84999999999,46420.74,0.0,Below the Line,Detalle,,Fringes,74511.10999999999
4180-002,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
4180-003,1451938.3,1461546.561,0.0,Below the Line,Detalle,,ALL SHOW,-9608.26099999994
5001-002,0.0,0.0,0.0,Post,Detalle,,,0.0
5001-003,10000.0,10000.0,0.0,Post,Detalle,,PREP,0.0
5001-004,475000.0,475000.0,0.0,Post,Detalle,,POST,0.0
5001-007,0.0,0.0,0.0,Post,Detalle,,,0.0
5001-008,288000.0,288000.0,0.0,Post,Detalle,,POST,0.0
5001-011,0.0,0.0,0.0,Post,Detalle,,,0.0
5001-012,288000.0,288000.0,0.0,Post,Detalle,,POST,0.0
5001-015,0.0,0.0,0.0,Post,Detalle,,,0.0
5001-016,288000.0,288000.0,0.0,Post,Detalle,,POST,0.0
5001-019,0.0,0.0,0.0,Post,Detalle,,,0.0
5001-021,0.0,0.0,0.0,Post,Detalle,,,0.0
5001-022,6250.0,6250.0,0.0,Post,Detalle,,ALL SHOW,0.0
5001-024,0.0,4000.0,0.0,Post,Detalle,,ALL SHOW,-4000.0
5002-002,0.0,0.0,0.0,Post,Detalle,,,0.0
5002-003,180500.0,180500.0,0.0,Post,Detalle,,POST,0.0
5002-006,0.0,0.0,0.0,Post,Detalle,,,0.0
5002-007,150000.0,150000.0,0.0,Post,Detalle,,POST,0.0
5002-010,0.0,0.0,0.0,Post,Detalle,,,0.0
5002-011,105000.0,105000.0,0.0,Post,Detalle,,POST,0.0
5009-002,0.0,0.0,0.0,Post,Detalle,,,0.0
5009-003,0.0,0.0,0.0,Post,Detalle,,,0.0
5009-004,66000.0,66000.0,0.0,Post,Detalle,,PREP,0.0
5009-005,572000.0,605000.0,0.0,Post,Detalle,,POST,-33000.0
5010-002,0.0,0.0,0.0,Post,Detalle,,,0.0
5010-003,0.0,0.0,0.0,Post,Detalle,,,0.0
5010-004,33000.0,33000.0,0.0,Post,Detalle,,PREP,0.0
5010-005,286000.0,302500.0,0.0,Post,Detalle,,POST,-16500.0
5011-002,0.0,0.0,0.0,Post,Detalle,,,0.0
5011-003,3000.0,3000.0,0.0,Post,Detalle,,PREP,0.0
5011-004,187200.0,187200.0,0.0,Post,Detalle,,POST,0.0
5011-007,0.0,0.0,0.0,Post,Detalle,,,0.0
5011-009,0.0,0.0,0.0,Post,Detalle,,,0.0
5011-010,4000.0,4000.0,0.0,Post,Detalle,,ALL SHOW,0.0
5018-002,0.0,0.0,0.0,Post,Detalle,,,0.0
5018-003,96000.0,96000.0,0.0,Post,Detalle,,POST,0.0
5018-006,0.0,0.0,0.0,Post,Detalle,,,0.0
5018-007,0.0,0.0,0.0,Post,Detalle,,,0.0
5018-008,400.0,400.0,0.0,Post,Detalle,,ALL SHOW,0.0
5022-002,0.0,0.0,0.0,Post,Detalle,,,0.0
5022-004,0.0,0.0,0.0,Post,Detalle,,,0.0
5022-005,52000.0,52000.0,0.0,Post,Detalle,,POST,0.0
5022-008,0.0,0.0,0.0,Post,Detalle,,,0.0
5022-009,3000.0,3000.0,0.0,Post,Detalle,,PREP,0.0
5022-010,312000.0,312000.0,0.0,Post,Detalle,,POST,0.0
5022-013,0.0,0.0,0.0,Post,Detalle,,,0.0
5022-014,150000.0,150000.0,0.0,Post,Detalle,,POST,0.0
5022-017,0.0,0.0,0.0,Post,Detalle,,,0.0
5022-018,5000.0,5000.0,0.0,Post,Detalle,,PREP,0.0
5022-019,117000.0,117000.0,0.0,Post,Detalle,,POST,0.0
5022-022,0.0,0.0,0.0,Post,Detalle,,,0.0
5022-023,208000.0,208000.0,0.0,Post,Detalle,,POST,0.0
5022-026,0.0,0.0,0.0,Post,Detalle,,,0.0
5022-027,208000.0,208000.0,0.0,Post,Detalle,,POST,0.0
5022-030,0.0,0.0,0.0,Post,Detalle,,,0.0
5022-031,208000.0,208000.0,0.0,Post,Detalle,,POST,0.0
5022-034,0.0,0.0,0.0,Post,Detalle,,,0.0
5022-035,152000.0,152000.0,0.0,Post,Detalle,,POST,0.0
5022-038,0.0,0.0,0.0,Post,Detalle,,,0.0
5022-039,180000.0,180000.0,0.0,Post,Detalle,,POST,0.0
5022-042,0.0,0.0,0.0,Post,Detalle,,,0.0
5022-043,126000.0,126000.0,0.0,Post,Detalle,,POST,0.0
5022-046,0.0,0.0,0.0,Post,Detalle,,,0.0
5022-048,0.0,0.0,0.0,Post,Detalle,,,0.0
5022-049,12000.0,12000.0,0.0,Post,Detalle,,ALL SHOW,0.0
5022-052,0.0,0.0,0.0,Post,Detalle,,,0.0
5022-053,5000.0,5000.0,0.0,Post,Detalle,,ALL SHOW,0.0
5024-002,0.0,0.0,0.0,Post,Detalle,,,0.0
5024-003,115001.46,59204.93,0.0,Post,Detalle,,ALL SHOW,55796.530000000006
5101-002,0.0,0.0,0.0,Post,Detalle,,,0.0
5101-003,140000.0,140000.0,0.0,Post,Detalle,,POST,0.0
5101-006,0.0,0.0,0.0,Post,Detalle,,,0.0
5101-007,168000.0,168000.0,0.0,Post,Detalle,,POST,0.0
5101-010,0.0,0.0,0.0,Post,Detalle,,,0.0
5101-011,16000.0,16000.0,0.0,Post,Detalle,,POST,0.0
5105-002,0.0,0.0,0.0,Post,Detalle,,,0.0
5105-003,10000.0,10000.0,0.0,Post,Detalle,,PREP,0.0
5105-004,264000.0,264000.0,0.0,Post,Detalle,,POST,0.0
5105-007,0.0,0.0,0.0,Post,Detalle,,,0.0
5105-008,900000.0,900000.0,0.0,Post,Detalle,,POST,0.0
5105-011,0.0,0.0,0.0,Post,Detalle,,,0.0
5105-012,5000.0,5000.0,0.0,Post,Detalle,,PREP,0.0
5109-002,0.0,0.0,0.0,Post,Detalle,,,0.0
5109-003,80000.0,80000.0,0.0,Post,Detalle,,POST,0.0
5110-002,0.0,0.0,0.0,Post,Detalle,,,0.0
5110-003,200000.0,200000.0,0.0,Post,Detalle,,POST,0.0
5110-004,16000.0,16000.0,0.0,Post,Detalle,,POST,0.0
5113-002,0.0,0.0,0.0,Post,Detalle,,,0.0
5113-003,160000.0,160000.0,0.0,Post,Detalle,,POST,0.0
5120-002,0.0,0.0,0.0,Post,Detalle,,,0.0
5120-003,200000.0,200000.0,0.0,Post,Detalle,,ALL SHOW,0.0
5197-002,0.0,0.0,0.0,Post,Detalle,,,0.0
5197-003,47500.0,0.0,0.0,Post,Detalle,,ALL SHOW,47500.0
5201-002,0.0,0.0,0.0,Post,Detalle,,,0.0
5201-003,252000.0,252000.0,0.0,Post,Detalle,,POST,0.0
5201-006,0.0,0.0,0.0,Post,Detalle,,,0.0
5201-007,0.0,0.0,0.0,Post,Detalle,,,0.0
5201-008,126000.0,126000.0,0.0,Post,Detalle,,POST,0.0
5201-011,0.0,0.0,0.0,Post,Detalle,,,0.0
5201-012,0.0,0.0,0.0,Post,Detalle,,,0.0
5201-013,126000.0,126000.0,0.0,Post,Detalle,,POST,0.0
5201-016,0.0,0.0,0.0,Post,Detalle,,,0.0
5201-017,108000.0,108000.0,0.0,Post,Detalle,,POST,0.0
5201-020,0.0,0.0,0.0,Post,Detalle,,,0.0
5201-021,0.0,0.0,0.0,Post,Detalle,,,0.0
5201-022,0.0,0.0,0.0,Post,Detalle,,POST,0.0
5201-025,0.0,0.0,0.0,Post,Detalle,,,0.0
5201-026,0.0,0.0,0.0,Post,Detalle,,POST,0.0
5201-029,0.0,0.0,0.0,Post,Detalle,,,0.0
5201-030,0.0,0.0,0.0,Post,Detalle,,POST,0.0
5202-002,0.0,0.0,0.0,Post,Detalle,,,0.0
5202-003,56000.0,56000.0,0.0,Post,Detalle,,POST,0.0
5202-006,0.0,0.0,0.0,Post,Detalle,,,0.0
5202-007,0.0,0.0,0.0,Post,Detalle,,,0.0
5202-008,3000.0,3000.0,0.0,Post,Detalle,,ALL SHOW,0.0
5203-002,0.0,0.0,0.0,Post,Detalle,,,0.0
5203-003,126000.0,126000.0,0.0,Post,Detalle,,POST,0.0
5207-002,0.0,0.0,0.0,Post,Detalle,,,0.0
5207-003,250000.0,250000.0,0.0,Post,Detalle,,POST,0.0
5207-006,0.0,0.0,0.0,Post,Detalle,,,0.0
5207-007,0.0,0.0,0.0,Post,Detalle,,,0.0
5207-008,5000.0,5000.0,0.0,Post,Detalle,,ALL SHOW,0.0
5209-002,0.0,0.0,0.0,Post,Detalle,,,0.0
5209-003,57600.0,57600.0,0.0,Post,Detalle,,POST,0.0
5221-001,0.0,22570.0,0.0,Post,Detalle,,,-22570.0
5222-002,0.0,0.0,0.0,Post,Detalle,,,0.0
5222-003,162000.0,162000.0,0.0,Post,Detalle,,POST,0.0
5222-004,81000.0,81000.0,0.0,Post,Detalle,,POST,0.0
5222-005,81000.0,81000.0,0.0,Post,Detalle,,POST,0.0
5222-006,81000.0,81000.0,0.0,Post,Detalle,,POST,0.0
5222-007,36000.0,36000.0,0.0,Post,Detalle,,POST,0.0
5222-008,180000.0,180000.0,0.0,Post,Detalle,,POST,0.0
5222-009,108000.0,108000.0,0.0,Post,Detalle,,POST,0.0
5222-012,0.0,0.0,0.0,Post,Detalle,,,0.0
5222-014,0.0,0.0,0.0,Post,Detalle,,,0.0
5222-015,5000.0,5000.0,0.0,Post,Detalle,,ALL SHOW,0.0
5301-002,0.0,0.0,0.0,Post,Detalle,,,0.0
5301-003,80000.0,0.0,0.0,Post,Detalle,,POST,80000.0
5402-002,0.0,0.0,0.0,Post,Detalle,,,0.0
5402-003,100000.0,35000.0,0.0,Post,Detalle,,POST,65000.0
6001-002,0.0,0.0,0.0,Post,Detalle,,,0.0
6001-003,0.0,0.0,0.0,Post,Detalle,,,0.0
6001-004,0.0,0.0,0.0,Post,Detalle,,,0.0
6001-005,739200.0,739200.0,0.0,Post,Detalle,,POST,0.0
6002-002,0.0,0.0,0.0,Post,Detalle,,,0.0
6002-003,0.0,0.0,0.0,Post,Detalle,,,0.0
6002-004,294000.0,294000.0,0.0,Post,Detalle,,POST,0.0
6004-002,0.0,0.0,0.0,Post,Detalle,,,0.0
6004-003,1440000.0,1456795.81,0.0,Post,Detalle,,ALL SHOW,-16795.810000000056
6004-004,800000.0,1252840.53,0.0,Post,Detalle,,ALL SHOW,-452840.53
6004-005,560000.0,548776.67,0.0,Post,Detalle,,ALL SHOW,11223.329999999958
6101-002,0.0,0.0,0.0,Post,Detalle,,,0.0
6101-003,100000.0,100000.0,0.0,Post,Detalle,,SHOOT,0.0
6101-006,0.0,0.0,0.0,Post,Detalle,,,0.0
6101-007,10000.0,0.0,0.0,Post,Detalle,,PREP,10000.0
6101-008,70000.0,70000.0,0.0,Post,Detalle,,SHOOT,0.0
6101-009,20000.0,20000.0,0.0,Post,Detalle,,2nd Unit,0.0
6101-012,0.0,0.0,0.0,Post,Detalle,,,0.0
6101-013,168000.0,125984.47,0.0,Post,Detalle,,POST,42015.53
6102-002,0.0,0.0,0.0,Post,Detalle,,,0.0
6102-003,240000.0,96000.0,0.0,Post,Detalle,,POST,144000.0
6103-002,0.0,0.0,0.0,Post,Detalle,,,0.0
6103-003,216000.0,0.0,0.0,Post,Detalle,,POST,216000.0
6136-002,0.0,0.0,0.0,Post,Detalle,,,0.0
6136-004,0.0,0.0,0.0,Post,Detalle,,,0.0
6136-005,400000.0,0.0,0.0,Post,Detalle,,POST,400000.0
6136-008,0.0,0.0,0.0,Post,Detalle,,,0.0
6136-009,100000.0,727850.0,0.0,Post,Detalle,,SHOOT,-627850.0
6136-010,30000.0,0.0,0.0,Post,Detalle,,SHOOT,30000.0
6136-013,0.0,0.0,0.0,Post,Detalle,,,0.0
6136-014,40000.0,0.0,0.0,Post,Detalle,,SHOOT,40000.0
6136-017,0.0,0.0,0.0,Post,Detalle,,,0.0
6136-019,0.0,0.0,0.0,Post,Detalle,,,0.0
6136-020,3150.0,0.0,0.0,Post,Detalle,,POST,3150.0
6136-021,6300.0,0.0,0.0,Post,Detalle,,POST,6300.0
6136-022,4000.0,0.0,0.0,Post,Detalle,,POST,4000.0
6136-023,6300.0,0.0,0.0,Post,Detalle,,POST,6300.0
6136-024,24000.0,0.0,0.0,Post,Detalle,,POST,24000.0
6136-025,12000.0,0.0,0.0,Post,Detalle,,POST,12000.0
6136-026,12000.0,0.0,0.0,Post,Detalle,,POST,12000.0
6136-027,12000.0,0.0,0.0,Post,Detalle,,POST,12000.0
6136-028,6300.0,0.0,0.0,Post,Detalle,,POST,6300.0
6136-029,3150.0,0.0,0.0,Post,Detalle,,POST,3150.0
6136-030,3150.0,0.0,0.0,Post,Detalle,,POST,3150.0
6136-031,3150.0,0.0,0.0,Post,Detalle,,POST,3150.0
6136-034,0.0,0.0,0.0,Post,Detalle,,,0.0
6136-035,6300.0,0.0,0.0,Post,Detalle,,POST,6300.0
6136-036,6300.0,0.0,0.0,Post,Detalle,,POST,6300.0
6136-037,3675.0,0.0,0.0,Post,Detalle,,POST,3675.0
6136-038,3675.0,0.0,0.0,Post,Detalle,,POST,3675.0
6136-039,3675.0,0.0,0.0,Post,Detalle,,POST,3675.0
6136-040,3150.0,0.0,0.0,Post,Detalle,,POST,3150.0
6136-041,3150.0,0.0,0.0,Post,Detalle,,POST,3150.0
6136-042,3150.0,0.0,0.0,Post,Detalle,,POST,3150.0
6136-043,12600.0,0.0,0.0,Post,Detalle,,POST,12600.0
6136-044,3150.0,0.0,0.0,Post,Detalle,,POST,3150.0
6136-045,6300.0,0.0,0.0,Post,Detalle,,POST,6300.0
6136-048,0.0,0.0,0.0,Post,Detalle,,,0.0
6136-049,3150.0,0.0,0.0,Post,Detalle,,POST,3150.0
6136-050,3675.0,0.0,0.0,Post,Detalle,,POST,3675.0
6136-051,6300.0,0.0,0.0,Post,Detalle,,POST,6300.0
6136-052,12000.0,0.0,0.0,Post,Detalle,,POST,12000.0
6136-053,3150.0,0.0,0.0,Post,Detalle,,POST,3150.0
6136-054,6300.0,0.0,0.0,Post,Detalle,,POST,6300.0
6136-055,3150.0,0.0,0.0,Post,Detalle,,POST,3150.0
6136-056,8000.0,0.0,0.0,Post,Detalle,,POST,8000.0
6136-057,3150.0,0.0,0.0,Post,Detalle,,POST,3150.0
6136-058,3675.0,0.0,0.0,Post,Detalle,,POST,3675.0
6136-059,40000.0,0.0,0.0,Post,Detalle,,POST,40000.0
6136-060,3675.0,0.0,0.0,Post,Detalle,,POST,3675.0
6136-061,20000.0,0.0,0.0,Post,Detalle,,POST,20000.0
6136-062,3675.0,0.0,0.0,Post,Detalle,,POST,3675.0
6136-063,3675.0,0.0,0.0,Post,Detalle,,POST,3675.0
6136-064,3675.0,0.0,0.0,Post,Detalle,,POST,3675.0
6136-065,12000.0,0.0,0.0,Post,Detalle,,POST,12000.0
6136-066,12000.0,0.0,0.0,Post,Detalle,,POST,12000.0
6136-069,0.0,0.0,0.0,Post,Detalle,,,0.0
6136-070,3150.0,0.0,0.0,Post,Detalle,,POST,3150.0
6136-071,3675.0,0.0,0.0,Post,Detalle,,POST,3675.0
6136-072,3675.0,0.0,0.0,Post,Detalle,,POST,3675.0
6136-073,3675.0,0.0,0.0,Post,Detalle,,POST,3675.0
6136-074,15000.0,0.0,0.0,Post,Detalle,,POST,15000.0
6136-075,15000.0,0.0,0.0,Post,Detalle,,POST,15000.0
6136-078,0.0,0.0,0.0,Post,Detalle,,,0.0
6136-079,7350.0,0.0,0.0,Post,Detalle,,POST,7350.0
6136-080,3675.0,0.0,0.0,Post,Detalle,,POST,3675.0
6136-081,7350.0,0.0,0.0,Post,Detalle,,POST,7350.0
6136-082,6300.0,0.0,0.0,Post,Detalle,,POST,6300.0
6136-083,3675.0,0.0,0.0,Post,Detalle,,POST,3675.0
6136-084,7300.0,0.0,0.0,Post,Detalle,,POST,7300.0
6136-085,9450.0,0.0,0.0,Post,Detalle,,POST,9450.0
6136-086,9450.0,0.0,0.0,Post,Detalle,,POST,9450.0
6136-087,20000.0,0.0,0.0,Post,Detalle,,POST,20000.0
6136-090,0.0,0.0,0.0,Post,Detalle,,,0.0
6136-091,3150.0,0.0,0.0,Post,Detalle,,POST,3150.0
6136-092,3675.0,0.0,0.0,Post,Detalle,,POST,3675.0
6136-093,7350.0,0.0,0.0,Post,Detalle,,POST,7350.0
6136-094,3150.0,0.0,0.0,Post,Detalle,,POST,3150.0
6136-095,3675.0,0.0,0.0,Post,Detalle,,POST,3675.0
6136-096,3675.0,0.0,0.0,Post,Detalle,,POST,3675.0
6136-097,7350.0,0.0,0.0,Post,Detalle,,POST,7350.0
6136-100,0.0,0.0,0.0,Post,Detalle,,,0.0
6136-101,3150.0,0.0,0.0,Post,Detalle,,POST,3150.0
6136-102,3150.0,0.0,0.0,Post,Detalle,,POST,3150.0
6136-103,3675.0,0.0,0.0,Post,Detalle,,POST,3675.0
6136-104,3675.0,0.0,0.0,Post,Detalle,,POST,3675.0
6136-105,3150.0,0.0,0.0,Post,Detalle,,POST,3150.0
6136-106,3675.0,0.0,0.0,Post,Detalle,,POST,3675.0
6136-107,48000.0,0.0,0.0,Post,Detalle,,POST,48000.0
6136-110,0.0,0.0,0.0,Post,Detalle,,,0.0
6136-111,3675.0,0.0,0.0,Post,Detalle,,POST,3675.0
6136-112,11025.0,0.0,0.0,Post,Detalle,,POST,11025.0
6136-113,3675.0,0.0,0.0,Post,Detalle,,POST,3675.0
6136-114,3675.0,0.0,0.0,Post,Detalle,,POST,3675.0
6136-115,3675.0,0.0,0.0,Post,Detalle,,POST,3675.0
6136-116,3675.0,0.0,0.0,Post,Detalle,,POST,3675.0
6136-117,3675.0,0.0,0.0,Post,Detalle,,POST,3675.0
6136-118,3675.0,0.0,0.0,Post,Detalle,,POST,3675.0
6137-002,0.0,0.0,0.0,Post,Detalle,,,0.0
6137-003,-849515.52,0.0,0.0,Post,Detalle,,POST,-849515.52
6149-002,0.0,0.0,0.0,Post,Detalle,,,0.0
6149-003,350000.0,110400.0,0.0,Post,Detalle,,POST,239600.0
7001-002,0.0,0.0,0.0,Others,Detalle,,,0.0
7001-003,6875.0,6875.0,0.0,Others,Detalle,,SOFT,0.0
7001-004,49500.0,49500.0,0.0,Others,Detalle,,PREP,0.0
7001-005,38500.0,38500.0,0.0,Others,Detalle,,SHOOT,0.0
7001-006,22000.0,22000.0,0.0,Others,Detalle,,WRAP,0.0
7001-007,33000.0,33000.0,0.0,Others,Detalle,,POST,0.0
7002-002,0.0,0.0,0.0,Others,Detalle,,,0.0
7002-003,60000.0,335000.0,0.0,Others,Detalle,,PREP,-275000.0
7002-006,0.0,0.0,0.0,Others,Detalle,,,0.0
7002-007,4000.0,0.0,0.0,Others,Detalle,,ALL SHOW,4000.0
7002-008,4000.0,4733.0,0.0,Others,Detalle,,ALL SHOW,-733.0
7003-002,0.0,0.0,0.0,Others,Detalle,,,0.0
7003-003,0.0,0.0,0.0,Others,Detalle,,,0.0
7003-004,11643573.8,10574177.83,1069395.9700000011,Others,Detalle,,ALL SHOW,0.0
7007-002,0.0,0.0,0.0,Others,Detalle,,,0.0
7007-003,45000.0,95000.0,0.0,Others,Detalle,,PREP,-50000.0
7007-004,337500.0,677500.0,0.0,Others,Detalle,,SHOOT,-340000.0
7007-005,67500.0,67500.0,0.0,Others,Detalle,,WRAP,0.0
7007-008,0.0,0.0,0.0,Others,Detalle,,,0.0
7007-009,14182.0,14182.0,0.0,Others,Detalle,,ALL SHOW,0.0
